-99	0	0.0000
-98	0	0.0000
-97	0	0.0000
-96	0	0.0000
-95	0	0.0000
-94	0	0.0000
-93	0	0.0000
-92	0	0.0000
-91	0	0.0000
-90	0	0.0000
-89	0	0.0000
-88	0	0.0000
-87	0	0.0000
-86	0	0.0000
-85	0	0.0000
-84	0	0.0000
-83	0	0.0000
-82	0	0.0000
-81	0	0.0000
-80	1	0.0105
-79	1	0.0105
-78	5	0.0526
-77	13	0.1368
-76	17	0.1789
-75	16	0.1684
-74	10	0.1053
-73	6	0.0632
-72	9	0.0947
-71	5	0.0526
-70	8	0.0842
-69	3	0.0316
-68	1	0.0105
-67	0	0.0000
-66	0	0.0000
-65	0	0.0000
-64	0	0.0000
-63	0	0.0000
-62	0	0.0000
-61	0	0.0000
-60	0	0.0000
-59	0	0.0000
-58	0	0.0000
-57	0	0.0000
-56	0	0.0000
-55	0	0.0000
-54	0	0.0000
-53	0	0.0000
-52	0	0.0000
-51	0	0.0000
-50	0	0.0000
-49	0	0.0000
-48	0	0.0000
-47	0	0.0000
-46	0	0.0000
-45	0	0.0000
-44	0	0.0000
-43	0	0.0000
-42	0	0.0000
-41	0	0.0000
-40	0	0.0000
